Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
114.0,4.5,13.0,7.37,34.7,5.6,3.0,Wrought Iron,1.03
12.15,7.0,28.6,5.5,1.1,52.5,3.0,Wrought Iron,5.4
137.0,4.7,34.8,10.1,14.9,45.8,1.5,Open Hearth iron,11.5
43.7,6.81,22.39,10.11,13.99,33.4,3.0,Wrought Iron,4.95
4.08,6.8,24.6,4.07,2.5,62.6,3.0,Open Hearth iron,7.82
205.0,4.7,2.8,3.46,38.1,0.6,3.0,Wrought Iron,1.7
2.69,7.34,14.82,5.9,18.68,26.75,1.43,Wrought Iron,3.34
114.17,4.58,13.1,17.2,34.64,5.51,1.32,Open Hearth iron,1.45
28.2,6.8,24.8,2.42,15.8,52.1,3.0,Bessemer Steel,1.34
4.89,7.5,54.4,13.69,5.7,70.4,1.5,Wrought Iron,9.68
30.55,6.84,24.1,3.15,12.84,31.97,1.5,Open Hearth iron,0.52
112.0,3.8,7.0,2.0,3.5,4.5,3.0,Wrought Iron,2.4
4.08,6.8,24.6,3.41,2.5,62.6,1.5,Bessemer Steel,6.45
17.8,7.2,25.8,1.99,9.5,36.0,1.5,Open Hearth iron,0.47
29.71,7.2,46.51,11.5,20.9,18.34,2.89,Wrought Iron,3.81
137.0,4.7,34.8,6.0,14.9,45.8,1.5,Bessemer Steel,7.3
66.7,5.6,22.2,6.1,7.0,17.7,3.0,Open Hearth iron,4.6
20.7,7.26,18.01,6.1,10.93,26.04,1.43,Open Hearth iron,1.24
49.0,6.7,23.4,7.25,14.7,35.1,3.0,Open Hearth iron,3.16
73.48,5.61,24.33,11.86,7.43,15.75,3.0,Bessemer Steel,6.34
205.1,4.87,2.74,2.1,37.96,0.67,2.89,Wrought Iron,0.93
75.98,4.43,24.78,8.76,9.72,34.05,1.5,Wrought Iron,6.19
15.15,6.82,7.77,3.9,23.21,30.93,1.53,Bessemer Steel,2.68
6.84,7.3,37.6,7.06,2.0,44.9,3.0,Bessemer Steel,4.07
66.7,5.6,22.2,5.38,7.0,17.7,3.0,Open Hearth iron,4.29
205.0,4.7,2.8,2.58,38.1,0.6,1.5,Wrought Iron,1.41
4.88,7.55,54.51,11.9,5.56,70.29,3.05,Wrought Iron,8.4
11.4,7.3,28.4,2.85,16.6,20.3,3.0,Open Hearth iron,0.87
114.05,4.43,13.01,7.9,34.63,5.62,1.39,Wrought Iron,0.99
386.0,4.5,3.0,11.05,32.1,2.6,1.5,Wrought Iron,2.3
82.9,4.4,22.2,6.9,12.0,26.5,1.5,Bessemer Steel,4.39
66.7,5.6,22.2,6.1,7.0,17.7,1.5,Wrought Iron,4.4
13.2,5.3,33.1,11.34,6.9,40.3,1.5,Open Hearth iron,5.81
72.2,6.34,17.4,5.36,23.95,5.83,3.0,Open Hearth iron,7.55
2.63,7.4,14.8,11.7,18.7,26.7,1.5,Open Hearth iron,9.7
111.91,4.34,13.91,11.9,15.87,17.79,1.49,Bessemer Steel,2.96
0.6,3.1,55.4,6.2,68.9,65.0,1.5,Bessemer Steel,7.1
30.14,7.25,12.97,16.55,33.56,12.59,3.0,Bessemer Steel,5.18
19.7,4.6,28.4,1.1,3.9,34.2,1.5,Open Hearth iron,0.6
110.0,5.3,32.0,6.0,15.5,53.1,3.0,Bessemer Steel,1.3
15.0,7.0,7.6,8.0,23.2,30.9,1.5,Bessemer Steel,3.7
386.12,4.71,3.03,12.1,32.22,2.47,3.07,Wrought Iron,2.37
67.31,5.6,22.24,1.19,7.06,17.85,1.5,Bessemer Steel,1.42
21.2,4.4,34.3,3.47,3.7,63.6,1.5,Bessemer Steel,2.38
51.5,4.9,28.4,4.41,9.6,22.3,1.5,Open Hearth iron,3.98
17.7,7.6,25.7,15.01,2.6,46.1,3.0,Open Hearth iron,5.04
21.2,4.4,34.3,7.7,3.7,63.6,1.5,Open Hearth iron,4.0
9.28,7.33,52.59,16.72,6.05,67.93,3.0,Bessemer Steel,10.72
74.4,5.6,24.2,4.0,7.5,15.3,3.0,Bessemer Steel,3.2
29.5,7.11,19.69,5.07,12.09,28.85,3.0,Wrought Iron,2.4
112.18,4.37,13.86,11.9,16.05,17.72,3.11,Bessemer Steel,2.45
15.0,7.0,7.6,11.69,23.2,30.9,1.5,Open Hearth iron,4.0
17.8,7.2,25.8,17.0,9.5,36.0,3.0,Bessemer Steel,2.7
0.6,3.1,55.4,6.21,68.9,65.0,3.0,Bessemer Steel,7.71
28.03,6.74,24.8,11.6,15.78,52.18,2.9,Wrought Iron,4.67
3.28,7.69,37.15,9.7,8.82,70.07,3.09,Open Hearth iron,5.29
91.69,5.97,22.18,6.88,21.86,29.06,1.5,Bessemer Steel,3.03
4.89,7.5,54.4,3.28,5.7,70.4,3.0,Open Hearth iron,3.0
9.93,9.08,31.29,7.6,7.19,31.11,1.54,Bessemer Steel,2.93
31.91,7.14,12.3,5.9,33.51,12.65,1.37,Wrought Iron,2.17
11.56,7.29,28.31,9.9,16.62,20.35,3.18,Open Hearth iron,3.33
110.0,5.3,32.0,7.8,15.5,53.1,1.5,Open Hearth iron,1.0
20.49,7.22,18.07,6.3,10.77,25.92,2.78,Bessemer Steel,0.9
114.2,4.51,13.02,8.0,34.59,5.57,2.98,Wrought Iron,1.06
49.1,6.91,23.52,10.0,14.78,35.07,2.8,Open Hearth iron,3.81
13.11,7.1,28.71,1.9,5.0,35.85,2.81,Open Hearth iron,0.84
5.7,3.7,42.6,14.03,1.9,87.8,1.5,Open Hearth iron,7.9
82.9,4.4,22.2,9.07,12.0,26.5,3.0,Bessemer Steel,5.83
9.93,8.8,31.1,3.8,7.15,31.33,2.99,Wrought Iron,1.33
29.8,7.3,46.4,2.96,20.9,18.6,1.5,Wrought Iron,1.92
6.93,7.3,37.76,4.1,2.08,44.81,3.06,Open Hearth iron,2.78
9.7,6.0,33.0,4.92,2.3,47.1,1.5,Bessemer Steel,4.39
110.0,5.3,32.0,6.0,15.5,53.1,1.5,Wrought Iron,1.4
47.97,5.07,28.76,2.25,9.75,23.39,1.5,Open Hearth iron,1.76
112.0,4.5,13.8,11.39,16.0,17.6,1.5,Open Hearth iron,2.42
15.0,7.0,7.6,4.0,23.2,30.9,3.0,Bessemer Steel,2.7
112.0,3.8,7.0,9.09,3.5,4.5,3.0,Bessemer Steel,7.2
2.78,9.4,24.7,5.33,6.1,6.2,3.0,Bessemer Steel,12.98
21.2,4.4,34.3,9.21,3.7,63.6,1.5,Open Hearth iron,4.4
59.66,4.33,30.7,1.0,4.24,51.7,1.41,Bessemer Steel,1.3
17.8,7.2,25.8,15.42,9.5,36.0,3.0,Wrought Iron,2.8
12.15,7.0,28.6,4.86,1.1,52.5,3.0,Open Hearth iron,5.0
66.7,5.6,22.2,10.3,7.0,17.7,3.0,Bessemer Steel,6.26
1.3,7.0,29.4,7.23,7.2,32.4,3.0,Open Hearth iron,3.5
28.9,7.5,22.4,7.7,3.8,36.3,3.0,Bessemer Steel,3.5
2.9,9.5,21.7,5.71,34.5,9.4,1.5,Open Hearth iron,6.07
17.7,7.6,25.7,8.67,2.6,46.1,3.0,Wrought Iron,2.28
51.5,4.9,28.4,5.6,9.6,22.3,3.0,Open Hearth iron,4.6
112.0,4.5,13.8,5.71,16.0,17.6,1.5,Open Hearth iron,1.32
6.84,7.3,37.6,7.55,2.0,44.9,1.5,Wrought Iron,3.79
9.66,5.99,32.93,6.0,2.24,47.28,3.01,Wrought Iron,6.25
85.09,4.81,29.68,5.4,5.4,1.22,1.56,Bessemer Steel,2.99
17.8,7.2,25.8,4.94,9.5,36.0,3.0,Open Hearth iron,1.4
0.6,3.1,55.4,7.11,68.9,65.0,3.0,Bessemer Steel,8.36
114.0,4.5,13.0,5.65,34.7,5.6,1.5,Wrought Iron,1.07
19.72,4.5,28.58,7.6,3.85,34.28,1.45,Wrought Iron,3.04
20.7,7.46,17.87,7.9,10.96,26.02,2.98,Bessemer Steel,2.08
3.3,7.6,37.0,3.77,8.7,70.1,1.5,Bessemer Steel,1.99
147.62,5.24,30.6,4.76,15.33,45.89,1.5,Wrought Iron,2.97
32.1,7.12,12.43,3.9,33.59,12.98,1.53,Bessemer Steel,1.99
3.3,7.6,37.0,10.98,8.7,70.1,3.0,Bessemer Steel,7.13
27.76,7.14,23.15,2.32,3.81,36.04,1.5,Open Hearth iron,1.15
5.11,4.82,36.08,11.81,2.12,78.67,1.5,Open Hearth iron,7.16
12.98,7.04,28.84,2.0,5.01,35.66,1.41,Wrought Iron,0.72
17.72,7.02,25.65,5.7,9.5,35.96,1.55,Bessemer Steel,1.82
114.0,4.5,13.0,17.2,34.7,5.6,1.5,Wrought Iron,1.9
2.78,9.4,24.7,2.59,6.1,6.2,1.5,Wrought Iron,9.25
11.4,7.23,28.2,1.3,16.57,20.33,1.6,Wrought Iron,0.63
177.81,4.83,29.06,4.0,18.33,45.97,1.67,Open Hearth iron,2.85
35.2,6.2,17.2,1.1,14.4,13.9,1.5,Bessemer Steel,0.5
19.85,4.49,28.24,3.8,3.93,34.25,3.1,Open Hearth iron,2.26
35.2,6.2,17.2,11.8,14.4,13.9,3.0,Open Hearth iron,4.3
205.0,4.7,2.8,5.73,38.1,0.6,1.5,Open Hearth iron,1.66
177.9,4.8,29.1,2.0,18.2,46.1,3.0,Open Hearth iron,2.0
2.78,9.4,24.7,12.1,6.1,6.2,3.0,Open Hearth iron,19.6
28.8,7.73,22.38,1.0,3.75,36.31,3.04,Wrought Iron,0.81
8.02,6.93,72.82,1.1,33.94,46.2,1.42,Open Hearth iron,0.53
8.2,7.22,35.29,4.54,1.77,46.85,3.0,Wrought Iron,3.85
31.9,7.1,12.4,4.4,33.5,12.8,3.0,Open Hearth iron,1.69
20.6,7.3,18.0,4.1,10.9,26.0,3.0,Bessemer Steel,1.9
177.9,4.8,29.1,4.3,18.2,46.1,3.0,Open Hearth iron,3.35
20.6,7.3,18.0,5.54,10.9,26.0,3.0,Wrought Iron,1.28
137.0,4.7,34.8,10.27,14.9,45.8,3.0,Open Hearth iron,11.11
13.2,5.3,33.1,4.0,6.9,40.3,3.0,Open Hearth iron,2.9
10.0,8.82,31.27,11.5,7.07,31.09,3.04,Bessemer Steel,3.35
17.8,7.2,25.8,5.7,9.5,36.0,1.5,Open Hearth iron,1.7
2.63,7.4,14.8,11.7,18.7,26.7,3.0,Wrought Iron,10.6
49.0,6.7,23.4,5.79,14.7,35.1,1.5,Open Hearth iron,2.88
111.96,3.69,7.13,4.3,3.52,4.51,1.45,Wrought Iron,4.28
35.2,6.2,17.2,9.9,14.4,13.9,1.5,Wrought Iron,6.4
1.3,7.0,29.4,1.1,7.2,32.4,3.0,Bessemer Steel,1.1
28.15,6.82,24.88,11.5,15.78,52.12,1.49,Bessemer Steel,5.04
2.96,9.38,21.75,2.0,34.42,9.32,1.61,Bessemer Steel,3.42
13.15,7.0,28.8,9.37,4.9,35.8,1.5,Wrought Iron,7.12
4.89,7.5,54.4,10.88,5.7,70.4,3.0,Wrought Iron,7.6
31.83,7.1,12.38,12.1,33.47,12.68,2.99,Bessemer Steel,3.53
110.0,5.3,32.0,1.4,15.5,53.1,1.5,Wrought Iron,0.5
17.8,7.2,25.8,3.7,9.5,36.0,3.0,Open Hearth iron,0.9
1.35,7.11,29.46,3.6,7.23,32.36,1.36,Bessemer Steel,1.05
57.0,7.3,17.8,9.6,11.7,15.8,1.5,Open Hearth iron,2.1
112.0,4.5,13.8,6.0,16.0,17.6,3.0,Bessemer Steel,1.4
4.89,7.5,54.4,4.0,5.7,70.4,3.0,Bessemer Steel,3.8
51.5,4.9,28.4,8.18,9.6,22.3,1.5,Wrought Iron,6.43
29.17,7.53,22.28,0.9,3.87,36.15,1.58,Bessemer Steel,1.0
137.0,4.7,34.8,5.53,14.9,45.8,1.5,Wrought Iron,7.83
205.0,4.7,2.8,7.39,38.1,0.6,3.0,Wrought Iron,1.92
114.0,4.5,13.0,10.45,34.7,5.6,3.0,Open Hearth iron,1.21
19.66,4.52,28.44,3.5,3.72,34.06,3.11,Bessemer Steel,1.75
386.0,4.5,3.0,5.6,32.1,2.6,1.5,Wrought Iron,0.78
13.2,5.3,33.1,1.5,6.9,40.3,3.0,Wrought Iron,0.6
8.0,6.8,72.8,11.4,34.0,46.2,1.5,Open Hearth iron,13.66
12.15,7.0,28.6,8.65,1.1,52.5,1.5,Bessemer Steel,7.7
4.89,7.5,54.4,16.95,5.7,70.4,1.5,Open Hearth iron,11.81
431.01,5.76,12.4,1.7,40.68,7.2,1.45,Wrought Iron,0.18
5.7,3.7,42.6,5.56,1.9,87.8,1.5,Wrought Iron,3.65
28.2,6.8,24.8,5.83,15.8,52.1,3.0,Open Hearth iron,2.8
19.66,4.41,28.49,1.2,4.05,34.16,2.97,Wrought Iron,0.66
20.51,7.23,17.96,12.0,10.97,25.95,2.92,Open Hearth iron,1.85
114.0,4.5,13.0,4.09,34.7,5.6,3.0,Bessemer Steel,0.43
109.82,5.27,32.17,10.0,15.56,53.23,2.98,Open Hearth iron,1.93
13.15,7.0,28.8,6.2,4.9,35.8,3.0,Bessemer Steel,4.8
12.81,7.22,28.47,1.66,16.25,21.21,1.5,Bessemer Steel,0.85
35.2,6.2,17.2,2.39,14.4,13.9,1.5,Bessemer Steel,1.41
21.2,4.4,34.3,15.02,3.7,63.6,3.0,Open Hearth iron,5.42
59.8,4.5,30.8,5.9,4.4,51.7,3.0,Bessemer Steel,6.0
21.2,4.4,34.3,1.0,3.7,63.6,1.5,Bessemer Steel,0.6
29.8,7.3,46.4,1.0,20.9,18.6,1.5,Open Hearth iron,0.8
28.2,6.8,24.8,11.09,15.8,52.1,1.5,Open Hearth iron,4.54
12.7,4.2,34.5,2.41,26.6,71.2,3.0,Wrought Iron,4.23
49.0,6.7,23.4,7.56,14.7,35.1,1.5,Wrought Iron,3.18
205.0,4.7,2.8,12.0,38.1,0.6,3.0,Open Hearth iron,2.8
13.2,5.3,33.1,6.02,6.9,40.3,3.0,Bessemer Steel,4.11
177.9,4.8,29.1,3.16,18.2,46.1,3.0,Bessemer Steel,2.97
21.2,4.4,34.3,12.76,3.7,63.6,3.0,Wrought Iron,4.99
0.6,3.1,55.4,3.89,68.9,65.0,1.5,Bessemer Steel,4.65
49.0,6.7,23.4,4.74,14.7,35.1,1.5,Open Hearth iron,2.13
27.77,7.44,13.73,15.28,33.64,12.32,3.0,Open Hearth iron,4.76
3.35,7.44,36.97,3.8,8.77,70.02,3.08,Bessemer Steel,1.87
177.9,4.8,29.1,5.89,18.2,46.1,1.5,Bessemer Steel,3.5
3.33,7.46,36.91,10.0,8.63,70.32,3.05,Wrought Iron,5.32
66.7,5.6,22.2,5.04,7.0,17.7,1.5,Bessemer Steel,4.04
74.4,5.6,24.2,8.03,7.5,15.3,3.0,Bessemer Steel,4.9
7.08,4.25,57.71,7.5,22.5,29.76,1.5,Bessemer Steel,21.11
5.7,3.7,42.6,3.4,1.9,87.8,3.0,Wrought Iron,2.63
2.9,9.5,21.7,1.9,34.5,9.4,1.5,Open Hearth iron,2.5
19.73,4.6,28.34,1.2,3.96,34.26,1.75,Bessemer Steel,0.72
17.8,7.2,25.8,17.0,9.5,36.0,1.5,Bessemer Steel,3.1
14.47,7.25,27.39,7.74,1.73,49.82,3.0,Bessemer Steel,3.48
4.78,7.61,54.4,2.1,5.84,70.53,3.06,Open Hearth iron,2.43
12.77,4.15,34.59,8.0,26.68,71.0,1.43,Open Hearth iron,14.37
29.8,7.3,46.4,1.0,20.9,18.6,1.5,Wrought Iron,0.9
20.6,7.3,18.0,4.66,10.9,26.0,1.5,Wrought Iron,1.79
67.0,5.55,22.28,6.0,6.92,17.73,2.97,Wrought Iron,4.82
9.07,7.17,33.82,6.09,1.62,48.09,3.0,Bessemer Steel,6.15
59.8,4.5,30.8,6.0,4.4,51.7,3.0,Bessemer Steel,6.07
19.7,4.6,28.4,3.7,3.9,34.2,1.5,Open Hearth iron,2.0
66.7,5.6,22.2,6.1,7.0,17.7,1.5,Bessemer Steel,4.6
12.7,4.2,34.5,10.0,26.6,71.2,3.0,Wrought Iron,14.9
35.2,6.2,17.2,9.65,14.4,13.9,1.5,Open Hearth iron,3.59
29.8,7.3,46.4,5.23,20.9,18.6,1.5,Open Hearth iron,1.51
31.9,7.1,12.4,6.9,33.5,12.8,1.5,Open Hearth iron,2.35
430.98,5.94,12.22,8.0,40.56,7.08,2.94,Wrought Iron,1.11
3.3,7.6,37.0,5.8,8.7,70.1,1.5,Bessemer Steel,2.6
177.9,4.8,29.1,9.22,18.2,46.1,1.5,Wrought Iron,4.46
177.9,4.8,29.1,10.93,18.2,46.1,3.0,Wrought Iron,3.33
28.9,7.5,22.4,8.26,3.8,36.3,1.5,Wrought Iron,3.81
177.9,4.8,29.1,2.48,18.2,46.1,3.0,Wrought Iron,2.08
15.0,7.0,7.6,4.64,23.2,30.9,3.0,Open Hearth iron,2.83
6.84,7.3,37.6,17.6,2.0,44.9,1.5,Bessemer Steel,8.1
31.9,7.1,12.4,4.1,33.5,12.8,3.0,Open Hearth iron,1.5
6.77,3.86,42.77,2.66,2.75,84.72,1.5,Bessemer Steel,0.66
51.5,4.9,28.4,9.34,9.6,22.3,1.5,Open Hearth iron,6.57
431.0,5.9,12.2,7.75,40.6,7.2,1.5,Wrought Iron,0.85
15.0,7.0,7.6,11.4,23.2,30.9,3.0,Wrought Iron,4.6
8.0,6.8,72.8,5.8,34.0,46.2,3.0,Wrought Iron,4.3
2.63,7.4,14.8,6.12,18.7,26.7,3.0,Wrought Iron,3.43
59.8,4.5,30.8,15.95,4.4,51.7,1.5,Wrought Iron,8.76
51.5,4.9,28.4,3.7,9.6,22.3,3.0,Wrought Iron,3.6
3.3,7.6,37.0,11.44,8.7,70.1,1.5,Wrought Iron,6.56
27.0,6.9,23.64,3.18,3.82,35.87,1.5,Wrought Iron,1.36
16.34,7.45,26.41,13.15,2.23,47.67,1.87,Wrought Iron,6.26
23.7,6.2,31.2,4.09,10.8,30.9,3.0,Bessemer Steel,2.98
12.7,4.2,34.5,12.0,26.6,71.2,1.5,Wrought Iron,16.2
15.0,7.0,7.6,5.34,23.2,30.9,3.0,Open Hearth iron,3.05
110.0,5.3,32.0,1.4,15.5,53.1,3.0,Bessemer Steel,0.4
21.2,4.4,34.3,10.8,3.7,63.6,1.5,Wrought Iron,4.95
74.6,6.6,13.0,4.31,27.8,6.6,3.0,Open Hearth iron,1.57
35.2,6.2,17.2,3.8,14.4,13.9,3.0,Wrought Iron,2.3
0.65,3.0,55.34,10.0,68.75,65.04,2.91,Bessemer Steel,9.88
19.7,4.6,28.4,6.9,3.9,34.2,3.0,Open Hearth iron,2.36
13.21,7.07,28.88,6.2,4.82,35.76,3.16,Open Hearth iron,3.84
49.01,6.68,23.42,12.0,14.77,35.18,1.39,Bessemer Steel,3.12
2.63,7.4,14.8,10.43,18.7,26.7,1.5,Open Hearth iron,12.38
0.6,3.1,55.4,1.3,68.9,65.0,3.0,Bessemer Steel,2.3
17.85,7.71,25.58,12.1,2.62,46.02,1.54,Bessemer Steel,2.88
10.0,8.8,31.2,3.6,7.2,31.2,1.5,Wrought Iron,1.8
2.63,7.4,14.8,5.8,18.7,26.7,3.0,Open Hearth iron,3.1
15.73,6.78,63.49,9.76,30.36,44.11,3.0,Wrought Iron,11.87
2.82,9.43,24.66,8.1,6.07,6.33,2.98,Wrought Iron,18.63
6.84,7.3,37.6,4.0,2.0,44.9,3.0,Wrought Iron,3.5
12.7,4.2,34.5,2.0,26.6,71.2,3.0,Wrought Iron,3.5
137.0,4.7,34.8,9.07,14.9,45.8,3.0,Bessemer Steel,8.02
51.5,4.9,28.4,1.96,9.6,22.3,3.0,Open Hearth iron,1.78
2.63,7.4,14.8,5.8,18.7,26.7,3.0,Bessemer Steel,3.2
6.84,7.3,37.6,4.0,2.0,44.9,1.5,Bessemer Steel,3.0
39.57,6.72,34.76,3.77,19.14,37.65,1.5,Wrought Iron,4.22
74.64,6.59,12.96,6.2,27.9,6.63,1.53,Bessemer Steel,3.52
13.2,5.3,33.1,17.4,6.9,40.3,3.0,Open Hearth iron,5.5
48.9,6.82,23.56,6.1,14.73,35.26,1.66,Bessemer Steel,2.85
386.0,4.5,3.0,13.36,32.1,2.6,1.5,Wrought Iron,2.66
19.7,4.6,28.4,6.74,3.9,34.2,3.0,Bessemer Steel,2.55
28.21,6.77,24.76,7.7,15.7,52.16,2.77,Wrought Iron,3.41
304.64,4.79,8.54,13.07,25.68,5.92,1.5,Wrought Iron,2.83
17.71,7.24,25.75,0.9,9.45,35.94,1.54,Open Hearth iron,0.37
114.0,4.5,13.0,4.0,34.7,5.6,1.5,Wrought Iron,0.6
1.78,5.8,43.62,9.2,3.4,9.71,1.37,Bessemer Steel,4.55
0.6,3.1,55.4,11.48,68.9,65.0,1.5,Wrought Iron,15.31
1.3,7.0,29.4,10.56,7.2,32.4,3.0,Wrought Iron,5.81
35.2,6.2,17.2,6.53,14.4,13.9,1.5,Open Hearth iron,2.25
386.0,4.5,3.0,8.0,32.1,2.6,3.0,Open Hearth iron,2.0
35.11,6.14,16.97,5.9,14.31,13.79,2.93,Open Hearth iron,3.16
5.81,3.82,42.56,2.1,1.84,87.64,1.46,Open Hearth iron,0.6
6.84,7.3,37.6,12.44,2.0,44.9,3.0,Bessemer Steel,6.64
28.1,6.89,24.79,17.0,15.6,52.22,1.38,Wrought Iron,6.01
29.8,7.3,46.4,5.5,20.9,18.6,3.0,Wrought Iron,1.2
8.01,6.91,72.68,5.7,33.85,46.29,3.04,Wrought Iron,4.38
17.87,7.21,25.86,17.0,9.49,35.93,1.67,Wrought Iron,4.22
12.69,4.25,34.46,3.9,26.55,71.32,2.94,Bessemer Steel,6.93
82.9,4.4,22.2,3.28,12.0,26.5,3.0,Open Hearth iron,2.75
35.2,6.2,17.2,3.05,14.4,13.9,3.0,Wrought Iron,1.77
23.16,5.69,26.15,7.62,3.86,34.99,1.5,Open Hearth iron,2.15
17.7,7.6,25.7,7.36,2.6,46.1,3.0,Wrought Iron,2.03
82.9,4.4,22.2,4.0,12.0,26.5,3.0,Open Hearth iron,3.0
5.7,3.7,42.6,10.47,1.9,87.8,3.0,Open Hearth iron,6.2
17.8,7.2,25.8,1.0,9.5,36.0,3.0,Bessemer Steel,0.4
35.2,6.2,17.2,3.74,14.4,13.9,1.5,Bessemer Steel,2.36
205.0,4.7,2.8,6.0,38.1,0.6,3.0,Wrought Iron,1.5
2.78,9.4,24.7,12.1,6.1,6.2,1.5,Bessemer Steel,20.4
10.0,8.8,31.2,11.6,7.2,31.2,3.0,Open Hearth iron,2.8
35.26,6.26,17.23,3.8,14.47,13.87,3.06,Bessemer Steel,2.12
13.15,7.0,28.8,6.34,4.9,35.8,3.0,Bessemer Steel,4.87
28.2,6.8,24.8,5.5,15.8,52.1,3.0,Wrought Iron,2.6
17.7,7.6,25.7,7.67,2.6,46.1,1.5,Open Hearth iron,2.03
2.88,7.38,14.72,7.7,18.5,26.84,2.93,Open Hearth iron,3.84
15.0,7.0,7.6,9.28,23.2,30.9,3.0,Open Hearth iron,4.01
74.45,5.7,24.26,6.0,7.61,15.33,2.91,Open Hearth iron,3.03
2.66,9.41,24.55,4.4,6.0,6.18,1.36,Wrought Iron,13.2
9.7,6.0,33.0,5.54,2.3,47.1,1.5,Wrought Iron,5.21
59.8,4.5,30.8,17.0,4.4,51.7,3.0,Open Hearth iron,9.4
17.7,7.6,25.7,1.93,2.6,46.1,3.0,Wrought Iron,0.55
51.53,4.84,28.43,7.5,9.57,22.17,3.06,Wrought Iron,6.33
59.8,4.5,30.8,7.04,4.4,51.7,3.0,Open Hearth iron,6.67
28.77,7.52,22.39,5.4,3.8,36.29,1.42,Wrought Iron,2.68
2.78,9.4,24.7,8.0,6.1,6.2,3.0,Open Hearth iron,21.1
177.9,4.8,29.1,7.71,18.2,46.1,1.5,Open Hearth iron,3.65
91.23,4.16,41.71,8.41,33.02,52.24,1.5,Open Hearth iron,7.51
85.0,4.9,29.4,5.5,5.4,1.2,1.5,Bessemer Steel,3.0
4.89,7.5,54.4,15.12,5.7,70.4,3.0,Bessemer Steel,9.82
49.0,6.7,23.4,12.0,14.7,35.1,3.0,Wrought Iron,5.9
23.7,6.2,31.2,6.0,10.8,30.9,3.0,Open Hearth iron,5.1
1.3,7.0,29.4,5.7,7.2,32.4,3.0,Wrought Iron,2.5
0.6,3.1,55.4,8.32,68.9,65.0,3.0,Wrought Iron,10.15
17.8,7.2,25.8,4.43,9.5,36.0,1.5,Open Hearth iron,1.0
112.0,3.8,7.0,5.24,3.5,4.5,3.0,Open Hearth iron,4.28
386.0,4.5,3.0,12.0,32.1,2.6,3.0,Wrought Iron,2.4
60.04,4.58,30.87,7.5,4.39,51.79,3.09,Open Hearth iron,7.11
52.1,5.8,32.0,7.1,15.5,13.2,1.5,Bessemer Steel,3.2
112.0,4.5,13.8,4.1,16.0,17.6,3.0,Wrought Iron,1.7
112.0,4.5,13.8,12.0,16.0,17.6,3.0,Open Hearth iron,2.8
2.78,9.4,24.7,6.2,6.1,6.2,3.0,Wrought Iron,12.9
110.0,5.3,32.0,9.76,15.5,53.1,1.5,Open Hearth iron,1.36
2.0,2.65,43.39,14.4,33.23,46.04,1.61,Bessemer Steel,28.88
29.8,7.3,46.4,5.41,20.9,18.6,1.5,Bessemer Steel,1.51
4.08,6.8,24.6,7.74,2.5,62.6,3.0,Bessemer Steel,13.28
12.7,4.2,34.5,10.0,26.6,71.2,3.0,Open Hearth iron,15.3
28.2,6.8,24.8,1.0,15.8,52.1,1.5,Wrought Iron,1.2
8.0,6.8,72.8,5.85,34.0,46.2,3.0,Bessemer Steel,4.91
3.3,7.6,37.0,10.82,8.7,70.1,1.5,Bessemer Steel,5.52
6.84,7.3,37.6,4.0,2.0,44.9,3.0,Bessemer Steel,3.1
28.84,7.45,22.4,0.9,3.84,36.2,1.34,Open Hearth iron,1.0
20.6,7.3,18.0,8.0,10.9,26.0,3.0,Bessemer Steel,2.1
12.15,7.0,28.6,3.6,1.1,52.5,1.5,Bessemer Steel,3.9
23.7,6.2,31.2,2.03,10.8,30.9,3.0,Wrought Iron,2.33
28.2,6.8,24.8,1.99,15.8,52.1,1.5,Open Hearth iron,1.03
52.1,5.8,32.0,3.27,15.5,13.2,1.5,Bessemer Steel,2.28
13.16,5.35,32.93,1.5,6.81,40.22,3.13,Bessemer Steel,0.43
49.0,6.7,23.4,6.61,14.7,35.1,1.5,Wrought Iron,2.93
20.6,7.3,18.0,9.1,10.9,26.0,1.5,Wrought Iron,2.26
20.6,7.3,18.0,4.1,10.9,26.0,3.0,Open Hearth iron,2.0
12.15,7.0,28.6,5.5,1.1,52.5,1.5,Wrought Iron,5.5
28.2,6.8,24.8,13.62,15.8,52.1,1.5,Open Hearth iron,4.98
1.3,7.0,29.4,11.6,7.2,32.4,3.0,Open Hearth iron,5.8
19.71,4.57,28.29,3.6,3.91,34.27,1.73,Open Hearth iron,2.1
20.46,7.36,17.96,17.4,10.58,26.15,1.41,Open Hearth iron,1.41
205.0,4.7,2.8,3.99,38.1,0.6,1.5,Bessemer Steel,2.16
49.0,6.7,23.4,7.72,14.7,35.1,1.5,Open Hearth iron,3.01
17.7,7.6,25.7,17.1,2.6,46.1,1.5,Bessemer Steel,8.1
74.6,6.6,13.0,12.0,27.8,6.6,1.5,Wrought Iron,5.4
13.2,5.3,33.1,5.02,6.9,40.3,3.0,Bessemer Steel,3.27
27.21,7.28,41.95,4.46,18.44,22.36,1.5,Wrought Iron,1.61
31.9,7.1,12.4,2.4,33.5,12.8,3.0,Wrought Iron,0.49
431.03,5.73,12.26,17.6,40.56,7.07,3.17,Bessemer Steel,1.75
